title,authors,abstract,published_date,pdf_link
Weak Martingale Solutions of the Stochastic Schrödinger-Poisson-Landau-Lifshitz-Gilbert System,"Yurong Wei, Huaqiao Wang","The Schr\""{o}dinger-Poisson-Landau-Lifshitz-Gilbert (SPLLG) system can characterize the spin transfer torque mechanism transferring the spin angular momentum to the magnetization dynamics through spin-magnetization coupling. We study the three-dimensional stochastic SPLLG system driven by a multiplicative stochastic force containing a continuous noise and a small jump noise. We establish the existence of weak martingale solutions based on the penalized functional technique, the Faedo-Galerkin approximation, stochastic compactness method, and a careful identification of the limit. Due to the strong coupling and strong nonlinearity caused by the SPLLG system and stochastic effects, some crucial difficulties have been encountered in obtaining energy estimates and avoiding non-negativity of the test function. We mainly utilize the structure of equations and the property of martingales developing the new energy estimates, and apply the three-layer approximation to overcome these difficulties. In particular, we extend the results by Z. Brze\'{z}niak and U. Manna (Comm. Math. Phys., 2019) and by L.H. Chai, C.J. Garc\'{\i}a-Cervera and X. Yang (Arch. Ration. Mech. Anal., 2018) to both the stochastic case and the coupling case.",2025-09-30,http://arxiv.org/pdf/2509.25993v1
Rare-event detection in a backward-facing-step flow using live optical-flow velocimetry: observation of an upstream jet burst,"Juan Pimienta, Jean-Luc Aider","Rare and extreme events in turbulent flows play a critical role in transport, mixing and transition, yet are notoriously difficumt to capture experimentally. Here we report, to our knowledge, the first direct experimental detection of an upstream-directed jet burst in a backward-facing step (BFS) flow at $Re_h=2100$, using long-duration Live Optical Flow Velocimetry (L-OFV). Continuous monitoring over 1.5 h enabled a data-driven definition of extremes as rare velocity probes excursions deep into the observed distribution's tails; in practice, large negatice events ($u: Z < -6$, $v: Z < -5$ at $(x,y) = (2h,h / 2)$, where $|Z| > > 0$ stands for large deviations form the mean value) triggered the live capture of surrounding velocity fields. The recording is triggered when the probes surpass the defined threshold, using live analysis of the velocity fields. The detected event features a jet-like intrusino into the recirculation region initiated by the collapse of a merged Kelvin-Helmholtz vortex and sustained by counter-rotating vortices, and is accompanied with heavy-tailed probe statistics and simultaneous amplufucation of fluctuating kinetic energy and enstrophy. While a single event was recorded, underscoring its rarity, the results establish L-OFV as aviable platform for rare-event detection in separated shear layers and document a previously unreported mechanism of upstream jet bursting in BFS flow.",2025-09-30,http://arxiv.org/pdf/2509.25983v1
Reevaluating Convolutional Neural Networks for Spectral Analysis: A Focus on Raman Spectroscopy,"Deniz Soysal, Xabier García-Andrade, Laura E. Rodriguez, Pablo Sobron, Laura M. Barge, Renaud Detry","Autonomous Raman instruments on Mars rovers, deep-sea landers, and field robots must interpret raw spectra distorted by fluorescence baselines, peak shifts, and limited ground-truth labels. Using curated subsets of the RRUFF database, we evaluate one-dimensional convolutional neural networks (CNNs) and report four advances: (i) Baseline-independent classification: compact CNNs surpass $k$-nearest-neighbors and support-vector machines on handcrafted features, removing background-correction and peak-picking stages while ensuring reproducibility through released data splits and scripts. (ii) Pooling-controlled robustness: tuning a single pooling parameter accommodates Raman shifts up to $30 \,\mathrm{cm}^{-1}$, balancing translational invariance with spectral resolution. (iii) Label-efficient learning: semi-supervised generative adversarial networks and contrastive pretraining raise accuracy by up to $11\%$ with only $10\%$ labels, valuable for autonomous deployments with scarce annotation. (iv) Constant-time adaptation: freezing the CNN backbone and retraining only the softmax layer transfers models to unseen minerals at $\mathcal{O}(1)$ cost, outperforming Siamese networks on resource-limited processors. This workflow, which involves training on raw spectra, tuning pooling, adding semi-supervision when labels are scarce, and fine-tuning lightly for new targets, provides a practical path toward robust, low-footprint Raman classification in autonomous exploration.",2025-09-30,http://arxiv.org/pdf/2509.25964v1
Neural Network State-Space Estimators,"Minxing Sun, Li Miao, Qingyu Shen, Yao Mao, Qiliang Bao","Classical state estimation algorithms rely on predefined target's state-space model, which complicates model derivation and limits adaptability when system dynamics change. Neural network based estimators offer a data-driven alternative, but rarely fuse classical estimation theory into their structure and demand large, pre-computed training sets. To overcome these limitations, we propose a unified state-space structure without target's state-space model and treats both the input-layer activations and all network weights as latent states to be estimated online. We instantiate this nonlinear model with three canonical estimators-the extended Kalman estimator, the unscented Kalman estimator, and the particle estimator to simulate different neural network and demonstrate its generality. We then benchmark our approach against seven leading neural network estimators across three representative scenarios. Results show that our neural network state-space estimators not only retain the robust learning capability, but also match or exceed the accuracy of both classical and pre-trained neural network methods. Code, data, and more result: github.com/ShineMinxing/PaperNNSSE.git",2025-09-30,http://arxiv.org/pdf/2509.25959v1
Dimensional Control of the Coherence Time of Scattered Light in Cold Atom Clouds,"Ana Cipris, Mateus a F Biscassi, J C C Capella, Martial Morisse, Hani Naim, Hugo Sedlacek, Apoorav Singh Deo, Stephan Asselie, Robin Kaiser, Raul Celistrino Teixeira, Romain Bachelard, Mathilde Hugbart","Cold atomic clouds are promising platforms for generating correlated photons, but multiple scattering and associated Doppler broadening limit their temporal coherence. Here we demonstrate that cloud geometry provides a powerful means to extend the coherence time of scattered light. In the experiment, intensity-correlation measurements show that an elongated (quasi-1D) cloud exhibits systematically longer coherence times than a spherical (3D) cloud of the same on-axis optical thickness, as a direct consequence of the suppression of multiple scattering in the elongated geometry. Random-walk simulations reproduce this trend and further show that elongation drives the coherence time toward the single-scattering limit. The combined results establish cloud geometry as a robust control parameter for temporal coherence in cold-atom ensembles, with potential applications in quantum optics and communication.",2025-09-30,http://arxiv.org/pdf/2509.25956v1
From MNIST to ImageNet: Understanding the Scalability Boundaries of Differentiable Logic Gate Networks,"Sven Brändle, Till Aczel, Andreas Plesner, Roger Wattenhofer","Differentiable Logic Gate Networks (DLGNs) are a very fast and energy-efficient alternative to conventional feed-forward networks. With learnable combinations of logical gates, DLGNs enable fast inference by hardware-friendly execution. Since the concept of DLGNs has only recently gained attention, these networks are still in their developmental infancy, including the design and scalability of their output layer. To date, this architecture has primarily been tested on datasets with up to ten classes.   This work examines the behavior of DLGNs on large multi-class datasets. We investigate its general expressiveness, its scalability, and evaluate alternative output strategies. Using both synthetic and real-world datasets, we provide key insights into the importance of temperature tuning and its impact on output layer performance. We evaluate conditions under which the Group-Sum layer performs well and how it can be applied to large-scale classification of up to 2000 classes.",2025-09-30,http://arxiv.org/pdf/2509.25933v1
DeepJSONEval: Benchmarking Complex Nested JSON Data Mining for Large Language Models,"Zhicheng Zhou, Jing Li, Suming Qiu, Junjie Huang, Linyuan Qiu, Zhijie Sun","The internet is saturated with low-density, high-redundancy information, such as social media comments, repetitive news, and lengthy discussions, making it difficult to extract valuable insights efficiently. Multi-layer nested JSON structures provide an effective solution by compressing such information into semantically rich, hierarchical representations, which organize data into key-value pairs, arrays, and nested objects, preserving contextual relationships and enabling efficient storage, retrieval, and semantic querying. For instance, in news aggregation, a JSON object can nest an article's metadata (title, author, date), content (text, multimedia), and multimedia information (multimedia type, caption) hierarchically. Large Language Models (LLMs) play a transformative role in web data mining by parsing unstructured text and outputting structured results directly into complex JSON schemas. However, current benchmarks for evaluating LLMs' JSON output capabilities overemphasize pure JSON generation rather than assessing data comprehension and extraction abilities, a limitation that lacks relevance to practical web data mining tasks. To address this, we introduce DeepJSONEval, a novel benchmark featuring 2100 multi-domain instances with deep nested structures, categorized by difficulty. Experiments show significant performance gaps among LLMs in handling such complexity. Our benchmark and datasets are open-sourced to advance research in structured JSON generation.(https://github.com/GTS-AI-Infra-Lab-SotaS/DeepJSONEval).",2025-09-30,http://arxiv.org/pdf/2509.25922v1
Understanding the Mixture-of-Experts with Nadaraya-Watson Kernel,"Chuanyang Zheng, Jiankai Sun, Yihang Gao, Enze Xie, Yuehao Wang, Peihao Wang, Ting Xu, Matthew Chang, Liliang Ren, Jingyao Li, Jing Xiong, Kashif Rasul, Mac Schwager, Anderson Schneider, Zhangyang Wang, Yuriy Nevmyvaka","Mixture-of-Experts (MoE) has become a cornerstone in recent state-of-the-art large language models (LLMs). Traditionally, MoE relies on $\mathrm{Softmax}$ as the router score function to aggregate expert output, a designed choice that has persisted from the earliest MoE models to modern LLMs, and is now widely regarded as standard practice. However, the necessity of using $\mathrm{Softmax}$ to project router weights into a probability simplex remains an unchallenged assumption rather than a principled design choice. In this work, we first revisit the classical Nadaraya-Watson regression and observe that MoE shares the same mathematical formulation as Nadaraya-Watson regression. Furthermore, we show that both feed-forward neural network (FFN) and MoE can be interpreted as a special case of Nadaraya-Watson regression, where the kernel function corresponds to the input neurons of the output layer. Motivated by these insights, we propose the \textbf{zero-additional-cost} Kernel Inspired Router with Normalization (KERN), an FFN-style router function, as an alternative to $\mathrm{Softmax}$. We demonstrate that this router generalizes both $\mathrm{Sigmoid}$- and $\mathrm{Softmax}$-based routers. \textbf{Based on empirical observations and established practices in FFN implementation, we recommend the use of $\mathrm{ReLU}$ activation and $\ell_2$-normalization in $\mathrm{KERN}$ router function.} Comprehensive experiments in MoE and LLM validate the effectiveness of the proposed FFN-style router function \methodNorm.",2025-09-30,http://arxiv.org/pdf/2509.25913v1
Revealing Hidden Antiparallel Domains in Hexagonal Boron Nitride,"Yeri Lee, Juseung Oh, Kyung Yeol Ma, Seung Jin Lee, Eui Young Jung, Yani Wang, Kenji Watanabe, Takashi Taniguchi, Hailin Peng, Hiroki Ago, Ki Kang Kim, Hyeon Suk Shin, Sunmin Ryu","Hexagonal boron nitride (hBN) supports a wide range of two-dimensional (2D) technologies, yet assessing its crystalline quality over large areas remains a fundamental challenge. Both antiparallel domains, an intrinsic outcome of epitaxy on high-symmetry substrates, and orientational domains have long evaded optical detection. Here, we show that interferometric second-harmonic generation (SHG) polarimetry provides a powerful, non-destructive probe of lattice orientation and structural integrity in chemical vapor deposition-grown hBN. This approach reveals the ubiquitous formation of antiparallel domains and quantifies their impact on crystalline order. SHG intensity also emerges as a direct optical metric of domain disorder, spanning three orders of magnitude across films produced by ten different growth routes. Correlation with Raman spectroscopy establishes a unified framework for evaluating crystalline quality. Beyond hBN, this method offers a high-throughput route to wide-area structural imaging in other non-centrosymmetric 2D materials, advancing their deployment in electronics, photonics, and quantum technologies.",2025-09-30,http://arxiv.org/pdf/2509.25910v1
The Mimura Integral: A Unified Framework for Riemann and Lebesgue Integration,Yoshifumi Mimura,"An integral on Euclidean space, equivalent to the Lebesgue integral, is constructed by extending the notion of Riemann sums. In contrast to the Henstock--Kurzweil and McShane integrals, the construction recovers the full measure-theoretic structure -- outer measure, inner measure, and measurable sets -- rather than merely reproducing integration with respect to the Lebesgue measure. Whereas the classical approach to Lebesgue theory proceeds through a two-layer framework of measure and integration, these layers are unified here into a single framework, thereby avoiding duplication. Compared with the Daniell integral, the method is more concrete and accessible, serving both as an alternative to the Riemann integral and as a natural bridge to abstract Lebesgue theory.",2025-09-30,http://arxiv.org/pdf/2509.25875v1
SAIL: SRAM-Accelerated LLM Inference System with Lookup-Table-based GEMV,"Jingyao Zhang, Jaewoo Park, Jongeun Lee, Elaheh Sadredini","Large Language Model (LLM) inference requires substantial computational resources, yet CPU-based inference remains essential for democratizing AI due to the widespread availability of CPUs compared to specialized accelerators. However, efficient LLM inference on CPUs faces two fundamental challenges: (1) existing CPU architectures struggle with low-precision arithmetic required by quantized models, where optimal bit precision varies across models and layers; and (2) the memory-bound nature of the token generation phase creates severe performance bottlenecks. To address these challenges, we propose SAIL (SRAM-Accelerated Inference of LLMs), a CPU-based inference solution that efficiently supports arbitrary bit precisions with minimal overhead. SAIL integrates three key innovations: First, we introduce Batched LUT-based General Matrix-Vector Multiplication (LUT-GEMV) with SRAM-based processing-in-memory, enabling high data reuse through lookup tables and reducing memory movement. Second, our Pattern-Aware LUT optimization identifies and exploits redundancy in input activation patterns, reducing computation cycles by 13.8\%. Third, we develop an in-memory type conversion algorithm that leverages PIM's parallelism for efficient de-/quantization operations, alleviating pressure on CPU's vector units. Our architecture requires only 2\% hardware overhead and a single new instruction, while maintaining dual functionality as both compute and storage units. Experimental evaluations using a modified gem5 simulator demonstrate that SAIL achieves up to 10.7x speedup and 19.9x higher tokens per dollar compared to ARM Neoverse-N1 CPU baselines, and up to 7.04x better cost efficiency than NVIDIA V100 GPUs, establishing a practical path for efficient CPU-based LLM inference.",2025-09-30,http://arxiv.org/pdf/2509.25853v1
Reinforced Embodied Planning with Verifiable Reward for Real-World Robotic Manipulation,"Zitong Bo, Yue Hu, Jinming Ma, Mingliang Zhou, Junhui Yin, Yachen Kang, Yuqi Liu, Tong Wu, Diyun Xiang, Hao Chen","Enabling robots to execute long-horizon manipulation tasks from free-form language instructions remains a fundamental challenge in embodied AI. While vision-language models (VLMs) have shown promise as high-level planners, their deployment in the real world is hindered by two gaps: (i) the scarcity of large-scale, sequential manipulation data that couples natural language with multi-step action plans, and (ii) the absence of dense, interpretable rewards for fine-tuning VLMs on planning objectives. To address these issues, we propose REVER, a framework that empowers VLMs to generate and validate long-horizon manipulation plans from natural language instructions in real-world scenarios. Under REVER we train and release RoboFarseer, a VLM incentivized to emit chain-of-thought that perform temporal and spatial reasoning, ensuring physically plausible and logically coherent plans. To obtain training data, we leverage the Universal Manipulation Interface framework to capture hardware-agnostic demonstrations of atomic skills. An automated annotation engine converts each demonstration into vision-instruction-plan triplet. We introduce a verifiable reward that scores the generated plan by its ordered bipartite matching overlap with the ground-truth skill sequence. At run time, the fine-tuned VLM functions both as a planner and as a monitor, verifying step-wise completion. RoboFarseer matches or exceeds the performance of proprietary models that are orders of magnitude larger, while on open-ended planning it surpasses the best baseline by more than 40%. In real-world, long-horizon tasks, the complete system boosts overall success by roughly 60% compared with the same low-level controller without the planner. We will open-source both the dataset and the trained model upon publication.",2025-09-30,http://arxiv.org/pdf/2509.25852v1
MuSLR: Multimodal Symbolic Logical Reasoning,"Jundong Xu, Hao Fei, Yuhui Zhang, Liangming Pan, Qijun Huang, Qian Liu, Preslav Nakov, Min-Yen Kan, William Yang Wang, Mong-Li Lee, Wynne Hsu","Multimodal symbolic logical reasoning, which aims to deduce new facts from multimodal input via formal logic, is critical in high-stakes applications such as autonomous driving and medical diagnosis, as its rigorous, deterministic reasoning helps prevent serious consequences. To evaluate such capabilities of current state-of-the-art vision language models (VLMs), we introduce the first benchmark MuSLR for multimodal symbolic logical reasoning grounded in formal logical rules. MuSLR comprises 1,093 instances across 7 domains, including 35 atomic symbolic logic and 976 logical combinations, with reasoning depths ranging from 2 to 9. We evaluate 7 state-of-the-art VLMs on MuSLR and find that they all struggle with multimodal symbolic reasoning, with the best model, GPT-4.1, achieving only 46.8%. Thus, we propose LogiCAM, a modular framework that applies formal logical rules to multimodal inputs, boosting GPT-4.1's Chain-of-Thought performance by 14.13%, and delivering even larger gains on complex logics such as first-order logic. We also conduct a comprehensive error analysis, showing that around 70% of failures stem from logical misalignment between modalities, offering key insights to guide future improvements. All data and code are publicly available at https://llm-symbol.github.io/MuSLR.",2025-09-30,http://arxiv.org/pdf/2509.25851v1
Dynamical Acoustic Control of Resonance Fluorescence from a Strongly Driven Two-Level System,"Yuan Zhan, Zixuan Wang, Richard P. Mirin, Kevin L. Silverman, Shuo Sun","Resonance fluorescence from a single two-level system is a cornerstone of quantum optics. In the strong driving regime, its emission spectrum exhibits the iconic Mollow triplet, with each spectral component corresponding to a transition between distinct atom-photon dressed states. Here, we experimentally study the resonance fluorescence spectrum under a novel driving configuration in which a second gigahertz-frequency field drives the Rabi transition between two atom-photon dressed states. Our experiment is performed on a single semiconductor quantum dot strongly driven by a laser and a surface acoustic wave. We observe emission spectra that are significantly altered from the standard Mollow triplet, including the dynamical cancellation of resonance fluorescence at the central emission frequency. These spectra are explained by a theoretical model that incorporates the hybridization of the two-level system, the optical field, and the acoustic field. Motivated by this model, we experimentally validate the condition for optimal cooling of acoustic phonons in an emitter-optomechanical system. Our results offer new insights into the quantum interactions among single two-level systems, optical fields, and acoustic fields in the strong driving limit, with important applications in nonclassical acoustic state generation, quantum transduction, and quantum sensing of thermal motions.",2025-09-30,http://arxiv.org/pdf/2509.25847v1
"Fine-Tuning Bulk-oriented Universal Interatomic Potentials for Surfaces: Accuracy, Efficiency, and Forgetting Control","Jaekyun Hwang, Taehun Lee, Yonghyuk Lee, Su-Hyun Yoo","Accurate prediction of surface energies and stabilities is essential for materials design, yet first-principles calculations remain computationally expensive and most existing interatomic potentials are trained only on bulk systems. Here, we demonstrate that fine-tuning foundation machine learning potentials (MLPs) significantly improves both computational efficiency and predictive accuracy for surface modeling. While existing universal interatomic potentials (UIPs) have been solely trained and validated on bulk datasets, we extend their applicability to complex and scientifically significant unary, binary, and ternary surface systems. We systematically compare models trained from scratch, zero-shot inference, conventional fine-tuning, and multi-head fine-tuning approach that enhances transferability and mitigates catastrophic forgetting. Fine-tuning consistently reduces prediction errors with orders-of-magnitude fewer training configurations, and multi-head fine-tuning delivers robust and generalizable predictions even for materials beyond the initial training domain. These findings offer practical guidance for leveraging pre-trained MLPs to accelerate surface modeling and highlight a scalable path toward data-efficient, next-generation atomic-scale simulations in computational materials science.",2025-09-30,http://arxiv.org/pdf/2509.25807v1
Scalable Reactive Atomistic Dynamics with GAIA,"Suhwan Song, Heejae Kim, Jaehee Jang, Hyuntae Cho, Gunhee Kim, Geonu Kim","The groundbreaking advance in materials and chemical research has been driven by the development of atomistic simulations. However, the broader applicability of the atomistic simulations remains restricted, as they inherently depend on energy models that are either inaccurate or computationally prohibitive. Machine learning interatomic potentials (MLIPs) have recently emerged as a promising class of energy models, but their deployment remains challenging due to the lack of systematic protocols for generating diverse training data. Here we automate the construction of training datasets to enable the development of general-purpose MLIPs, by introducing GAIA, an end-to-end framework to build a wide range of atomic arrangements. By employing systematic evaluation of metadynamics for effective structural exploration, GAIA overcomes the heuristic nature of conventional dataset generation. Using GAIA, we constructed Titan25, a benchmark-scale dataset, and trained MLIPs that closely match both static and dynamic density functional theory results. The models further reproduce experimental observations across reactive regimes, including detonation, coalescence, and catalytic activity. GAIA narrows the gap between experiment and simulation, and paves the way for the development of universal MLIPs that can reliably describe a wide spectrum of materials and chemical processes.",2025-09-30,http://arxiv.org/pdf/2509.25798v1
Growth Optimization of MoSi Thin Film and Measurement of Transport Critical Current Density of its Meander Structure,"Shekhar Chandra Pandey Shilpam Sharma, M. K. Chattopadhyay","Amorphous thin film superconductors are promising alternatives for the development of superconducting radiation detectors, especially superconducting nanowire single photon detectors (SNSPDs) and superconducting microwire single photon detectors (SWSPDs), due to their homogeneous nature, ease of deposition, and superconducting parameters comparable to the materials currently being used. A study on the optimization of the growth technology and superconducting transition temperature (TC) of MoSi thin films grown on SiO2 coated Si substrate is reported here. These films have been synthesized by co sputtering of Mo and Si targets with varying compositions and thicknesses to achieve optimized TC values close to that of the bulk. Mo80Si20 and Mo83Si17 compositions of the film, each with a thickness of 17 nm, exhibited the highest TC of 6.4 K and 5.9 K, respectively. Additionally, a meander structure with a 17 um wire width was patterned to estimate the transport critical current density (JC), which was measured to be 1.4E9 A per m2 at 4 K. Variation of the TC with film thickness and deposition pressure has been studied. Electrical resistance as a function of temperature of the film before and after meandering was also studied. These properties are compatible with the fabrication of superconducting nanowire, microwire and wide strip single photon detectors.",2025-09-30,http://arxiv.org/pdf/2509.25797v1
Effect of Deposition Pressure on the Superconductivity of Ti40V60 Alloy Thin Films,"Shekhar Chandra Pandey, Shilpam Sharma, R. Venkatesh, L. S. Sharath Chandra, M. K. Chattopadhyay","The growth and characterization of high quality superconducting thin films is essential for fundamental understanding and also for the use of these films in technological applications. In the present study, Ti40V60 alloy thin films have been deposited using DC magnetron co sputtering of Ti and V at ambient temperatures. The effect of deposition pressure on the film morphology, superconducting and normal state properties has been studied. Measurement of electrical resistance as a function of temperature indicates that up to a certain deposition pressure, the 20 nm thick Ti40V60 films exhibit metallic behavior in the normal state and superconductivity at low temperatures. Beyond a threshold pressure, the films show a negative temperature coefficient of resistance with a residual resistance ratio less than one. Electrical transport measurements in the presence of magnetic field were performed to find the current voltage characteristics of the thin films. Analysis of the I V curves indicates that the Ti40V60 alloy thin films have a large transport critical current density (JC) e.g. 1.475E10 A per m2 in zero magnetic field and 2.657E09 A per m2 in 4 T (both at 4 K). Analysis of the field dependence of flux line pinning force density indicates a combined effect of core delta k surface and core delta k point pinning mechanisms (where k is the Ginzburg Landau parameter). Additionally, spatial variations in the superconducting critical temperature (TC ) across the sample contribute to delta TC pinning. In higher magnetic fields, a contribution from delta l pinning (where l is the electron mean free path) also becomes significant. The findings indicate the potential of Ti40V60 alloy thin film for superconducting device applications like cryogenic radiation detectors.",2025-09-30,http://arxiv.org/pdf/2509.25772v1
Discovery of oxide Li-conducting electrolytes in uncharted chemical space via topology-constrained crystal structure prediction,"Seungwoo Hwang, Jiho Lee, Seungwu Han, Youngho Kang, Sungwoo Kang","Oxide Li-conducting solid-state electrolytes (SSEs) offer excellent chemical and thermal stability but typically exhibit lower ionic conductivity than sulfides and chlorides. This motivates the search for new oxide materials with enhanced conductivity. Crystal structure prediction is a powerful approach for identifying such candidates. However, the structural complexity of oxide SSEs, often involving unit cells with more than 100 atoms, presents significant challenges for conventional methods. In this study, we introduce TOPIC, a structure prediction algorithm that reduces configurational complexity by enforcing corner-sharing (CS) bond topology constraints. We demonstrate that TOPIC successfully reproduces the ground-state and metastable structures of known oxide SSEs, including LiTa$_2$PO$_8$ and Li$_7$La$_3$Zr$_2$O$_{12}$, which contain up to about 200 atoms per unit cell. By combining this approach with a pretrained machine-learning interatomic potential, we systematically screen quaternary oxide compositions and identify 92 promising candidates with CS frameworks. In particular, Li$_4$Hf$_2$Si$_3$O$_{12}$, which corresponds to the ground state at its composition, exhibits an ionic conductivity of 14 mS cm$^{-1}$, a hull energy of 21 meV atom$^{-1}$, and a band gap of 6.5 eV. Through our investigation, we identify the Li ratio as one of the key factors determining the stability of CS structures. Overall, our approach provides a practical and scalable pathway for discovering high-performance oxide solid electrolytes in previously unexplored chemical spaces.",2025-09-30,http://arxiv.org/pdf/2509.25763v1
HiFIRec: Towards High-Frequency yet Low-Intention Behaviors for Multi-Behavior Recommendation,"Ruiqi Luo, Ran Jin, Zhenglong Li, Kaixi Hu, Xiaohui Tao, Lin Li","Multi-behavior recommendation leverages multiple types of user-item interactions to address data sparsity and cold-start issues, providing personalized services in domains such as healthcare and e-commerce. Most existing methods utilize graph neural networks to model user intention in a unified manner, which inadequately considers the heterogeneity across different behaviors. Especially, high-frequency yet low-intention behaviors may implicitly contain noisy signals, and frequent patterns that are plausible while misleading, thereby hindering the learning of user intentions. To this end, this paper proposes a novel multi-behavior recommendation method, HiFIRec, that corrects the effect of high-frequency yet low-intention behaviors by differential behavior modeling. To revise the noisy signals, we hierarchically suppress it across layers by extracting neighborhood information through layer-wise neighborhood aggregation and further capturing user intentions through adaptive cross-layer feature fusion. To correct plausible frequent patterns, we propose an intensity-aware non-sampling strategy that dynamically adjusts the weights of negative samples. Extensive experiments on two benchmarks show that HiFIRec relatively improves HR@10 by 4.21%-6.81% over several state-of-the-art methods.",2025-09-30,http://arxiv.org/pdf/2509.25755v1
Test time training enhances in-context learning of nonlinear functions,"Kento Kuwataka, Taiji Suzuki","Test-time training (TTT) enhances model performance by explicitly updating designated parameters prior to each prediction to adapt to the test data. While TTT has demonstrated considerable empirical success, its theoretical underpinnings remain limited, particularly for nonlinear models. In this paper, we investigate the combination of TTT with in-context learning (ICL), where the model is given a few examples from the target distribution at inference time. We analyze this framework in the setting of single-index models $y=\sigma_*(\langle \beta, \mathbf{x} \rangle)$, where the feature vector $\beta$ is drawn from a hidden low-dimensional subspace. For single-layer transformers trained with gradient-based algorithms and adopting TTT, we establish an upper bound on the prediction risk. Our theory reveals that TTT enables the single-layer transformers to adapt to both the feature vector $\beta$ and the link function $\sigma_*$, which vary across tasks. This creates a sharp contrast with ICL alone, which is theoretically difficult to adapt to shifts in the link function. Moreover, we provide the convergence rate with respect to the data length, showing the predictive error can be driven arbitrarily close to the noise level as the context size and the network width grow.",2025-09-30,http://arxiv.org/pdf/2509.25741v1
A Physics-Guided Probabilistic Surrogate Modeling Framework for Digital Twins of Underwater Radiated Noise,"Indu Kant Deo, Akash Venkateshwaran, Rajeev K. Jaiman","Ship traffic is an increasing source of underwater radiated noise in coastal waters, motivating real-time digital twins of ocean acoustics for operational noise mitigation. We present a physics-guided probabilistic framework to predict three-dimensional transmission loss in realistic ocean environments. As a case study, we consider the Salish Sea along shipping routes from the Pacific Ocean to the Port of Vancouver. A dataset of over 30 million source-receiver pairs was generated with a Gaussian beam solver across seasonal sound speed profiles and one-third-octave frequency bands spanning 12.5 Hz to 8 kHz. We first assess sparse variational Gaussian processes (SVGP) and then incorporate physics-based mean functions combining spherical spreading with frequency-dependent absorption. To capture nonlinear effects, we examine deep sigma-point processes and stochastic variational deep kernel learning. The final framework integrates four components: (i) a learnable physics-informed mean that represents dominant propagation trends, (ii) a convolutional encoder for bathymetry along the source-receiver track, (iii) a neural encoder for source, receiver, and frequency coordinates, and (iv) a residual SVGP layer that provides calibrated predictive uncertainty. This probabilistic digital twin facilitates the construction of sound-exposure bounds and worst-case scenarios for received levels. We further demonstrate the application of the framework to ship speed optimization, where predicted transmission loss combined with near-field source models provides sound exposure level estimates for minimizing acoustic impacts on marine mammals. The proposed framework advances uncertainty-aware digital twins for ocean acoustics and illustrates how physics-guided machine learning can support sustainable maritime operations.",2025-09-30,http://arxiv.org/pdf/2509.25730v1
Atomic Thinking of LLMs: Decoupling and Exploring Mathematical Reasoning Abilities,"Jiayi Kuang, Haojing Huang, Yinghui Li, Xinnian Liang, Zhikun Xu, Yangning Li, Xiaoyu Tan, Chao Qu, Meishan Zhang, Ying Shen, Philip S. Yu","Large Language Models (LLMs) have demonstrated outstanding performance in mathematical reasoning capabilities. However, we argue that current large-scale reasoning models primarily rely on scaling up training datasets with diverse mathematical problems and long thinking chains, which raises questions about whether LLMs genuinely acquire mathematical concepts and reasoning principles or merely remember the training data. In contrast, humans tend to break down complex problems into multiple fundamental atomic capabilities. Inspired by this, we propose a new paradigm for evaluating mathematical atomic capabilities. Our work categorizes atomic abilities into two dimensions: (1) field-specific abilities across four major mathematical fields, algebra, geometry, analysis, and topology, and (2) logical abilities at different levels, including conceptual understanding, forward multi-step reasoning with formal math language, and counterexample-driven backward reasoning. We propose corresponding training and evaluation datasets for each atomic capability unit, and conduct extensive experiments about how different atomic capabilities influence others, to explore the strategies to elicit the required specific atomic capability. Evaluation and experimental results on advanced models show many interesting discoveries and inspirations about the different performances of models on various atomic capabilities and the interactions between atomic capabilities. Our findings highlight the importance of decoupling mathematical intelligence into atomic components, providing new insights into model cognition and guiding the development of training strategies toward a more efficient, transferable, and cognitively grounded paradigm of ""atomic thinking"".",2025-09-30,http://arxiv.org/pdf/2509.25725v1
Towards A Universally Transferable Acceleration Method for Density Functional Theory,"Zhe Liu, Yuyan Ni, Zhichen Pu, Qiming Sun, Siyuan Liu, Wen Yan","Recently, sophisticated deep learning-based approaches have been developed for generating efficient initial guesses to accelerate the convergence of density functional theory (DFT) calculations. While the actual initial guesses are often density matrices (DM), quantities that can convert into density matrices also qualify as alternative forms of initial guesses. Hence, existing works mostly rely on the prediction of the Hamiltonian matrix for obtaining high-quality initial guesses. However, the Hamiltonian matrix is both numerically difficult to predict and intrinsically non-transferable, hindering the application of such models in real scenarios. In light of this, we propose a method that constructs DFT initial guesses by predicting the electron density in a compact auxiliary basis representation using E(3)-equivariant neural networks. Trained on small molecules with up to 20 atoms, our model is able to achieve an average 33.3% self-consistent field (SCF) step reduction on systems up to 60 atoms, substantially outperforming Hamiltonian-centric and DM-centric models. Critically, this acceleration remains nearly constant with increasing system sizes and exhibits strong transferring behaviors across orbital basis sets and exchange-correlation (XC) functionals. To the best of our knowledge, this work represents the first and robust candidate for a universally transferable DFT acceleration method. We are also releasing the SCFbench dataset and its accompanying code to facilitate future research in this promising direction.",2025-09-30,http://arxiv.org/pdf/2509.25724v1
